source,sumlevel,geoid,name,st,cnty,tract,T7_est1,T7_est2,T7_est3,T7_est4,T7_est5,T7_est6,T7_est7,T7_est8,T7_est9,T7_est10,T7_est11,T7_est12,T7_est13,T7_est14,T7_est15,T7_est16,T7_est17,T7_est18,T7_est19,T7_est20,T7_est21,T7_est22,T7_est23,T7_est24,T7_est25,T7_est26,T7_est27,T7_est28,T7_est29,T7_est30,T7_est31,T7_est32,T7_est33,T7_est34,T7_est35,T7_est36,T7_est37,T7_est38,T7_est39,T7_est40,T7_est41,T7_est42,T7_est43,T7_est44,T7_est45,T7_est46,T7_est47,T7_est48,T7_est49,T7_est50,T7_est51,T7_est52,T7_est53,T7_est54,T7_est55,T7_est56,T7_est57,T7_est58,T7_est59,T7_est60,T7_est61,T7_est62,T7_est63,T7_est64,T7_est65,T7_est66,T7_est67,T7_est68,T7_est69,T7_est70,T7_est71,T7_est72,T7_est73,T7_est74,T7_est75,T7_est76,T7_est77,T7_est78,T7_est79,T7_est80,T7_est81,T7_est82,T7_est83,T7_est84,T7_est85,T7_est86,T7_est87,T7_est88,T7_est89,T7_est90,T7_est91,T7_est92,T7_est93,T7_est94,T7_est95,T7_est96,T7_est97,T7_est98,T7_est99,T7_est100,T7_est101,T7_est102,T7_est103,T7_est104,T7_est105,T7_est106,T7_est107,T7_est108,T7_est109,T7_est110,T7_est111,T7_est112,T7_est113,T7_est114,T7_est115,T7_est116,T7_est117,T7_est118,T7_est119,T7_est120,T7_est121,T7_est122,T7_est123,T7_est124,T7_est125,T7_est126,T7_est127,T7_est128,T7_est129,T7_est130,T7_est131,T7_est132,T7_est133,T7_est134,T7_est135,T7_est136,T7_est137,T7_est138,T7_est139,T7_est140,T7_est141,T7_est142,T7_est143,T7_est144,T7_est145,T7_est146,T7_est147,T7_est148,T7_est149,T7_est150,T7_est151,T7_est152,T7_est153,T7_est154,T7_est155,T7_est156,T7_est157,T7_est158,T7_est159,T7_est160,T7_est161,T7_est162,T7_est163,T7_est164,T7_est165,T7_est166,T7_est167,T7_est168,T7_est169,T7_est170,T7_est171,T7_est172,T7_est173,T7_est174,T7_est175,T7_est176,T7_est177,T7_est178,T7_est179,T7_est180,T7_est181,T7_est182,T7_est183,T7_est184,T7_est185,T7_est186,T7_est187,T7_est188,T7_est189,T7_est190,T7_est191,T7_est192,T7_est193,T7_est194,T7_est195,T7_est196,T7_est197,T7_est198,T7_est199,T7_est200,T7_est201,T7_est202,T7_est203,T7_est204,T7_est205,T7_est206,T7_est207,T7_est208,T7_est209,T7_est210,T7_est211,T7_est212,T7_est213,T7_moe1,T7_moe2,T7_moe3,T7_moe4,T7_moe5,T7_moe6,T7_moe7,T7_moe8,T7_moe9,T7_moe10,T7_moe11,T7_moe12,T7_moe13,T7_moe14,T7_moe15,T7_moe16,T7_moe17,T7_moe18,T7_moe19,T7_moe20,T7_moe21,T7_moe22,T7_moe23,T7_moe24,T7_moe25,T7_moe26,T7_moe27,T7_moe28,T7_moe29,T7_moe30,T7_moe31,T7_moe32,T7_moe33,T7_moe34,T7_moe35,T7_moe36,T7_moe37,T7_moe38,T7_moe39,T7_moe40,T7_moe41,T7_moe42,T7_moe43,T7_moe44,T7_moe45,T7_moe46,T7_moe47,T7_moe48,T7_moe49,T7_moe50,T7_moe51,T7_moe52,T7_moe53,T7_moe54,T7_moe55,T7_moe56,T7_moe57,T7_moe58,T7_moe59,T7_moe60,T7_moe61,T7_moe62,T7_moe63,T7_moe64,T7_moe65,T7_moe66,T7_moe67,T7_moe68,T7_moe69,T7_moe70,T7_moe71,T7_moe72,T7_moe73,T7_moe74,T7_moe75,T7_moe76,T7_moe77,T7_moe78,T7_moe79,T7_moe80,T7_moe81,T7_moe82,T7_moe83,T7_moe84,T7_moe85,T7_moe86,T7_moe87,T7_moe88,T7_moe89,T7_moe90,T7_moe91,T7_moe92,T7_moe93,T7_moe94,T7_moe95,T7_moe96,T7_moe97,T7_moe98,T7_moe99,T7_moe100,T7_moe101,T7_moe102,T7_moe103,T7_moe104,T7_moe105,T7_moe106,T7_moe107,T7_moe108,T7_moe109,T7_moe110,T7_moe111,T7_moe112,T7_moe113,T7_moe114,T7_moe115,T7_moe116,T7_moe117,T7_moe118,T7_moe119,T7_moe120,T7_moe121,T7_moe122,T7_moe123,T7_moe124,T7_moe125,T7_moe126,T7_moe127,T7_moe128,T7_moe129,T7_moe130,T7_moe131,T7_moe132,T7_moe133,T7_moe134,T7_moe135,T7_moe136,T7_moe137,T7_moe138,T7_moe139,T7_moe140,T7_moe141,T7_moe142,T7_moe143,T7_moe144,T7_moe145,T7_moe146,T7_moe147,T7_moe148,T7_moe149,T7_moe150,T7_moe151,T7_moe152,T7_moe153,T7_moe154,T7_moe155,T7_moe156,T7_moe157,T7_moe158,T7_moe159,T7_moe160,T7_moe161,T7_moe162,T7_moe163,T7_moe164,T7_moe165,T7_moe166,T7_moe167,T7_moe168,T7_moe169,T7_moe170,T7_moe171,T7_moe172,T7_moe173,T7_moe174,T7_moe175,T7_moe176,T7_moe177,T7_moe178,T7_moe179,T7_moe180,T7_moe181,T7_moe182,T7_moe183,T7_moe184,T7_moe185,T7_moe186,T7_moe187,T7_moe188,T7_moe189,T7_moe190,T7_moe191,T7_moe192,T7_moe193,T7_moe194,T7_moe195,T7_moe196,T7_moe197,T7_moe198,T7_moe199,T7_moe200,T7_moe201,T7_moe202,T7_moe203,T7_moe204,T7_moe205,T7_moe206,T7_moe207,T7_moe208,T7_moe209,T7_moe210,T7_moe211,T7_moe212,T7_moe213
2014thru2018,140,14000US51041100933,"Census Tract 1009.33, Chesterfield County, Virginia",51,41,100933,1105,530,20,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,10,0,0,70,0,0,0,0,15,0,15,0,0,0,0,0,4,4,0,0,50,4,40,0,110,0,0,0,0,55,20,30,4,0,0,0,0,4,4,0,0,45,0,45,0,80,25,25,0,0,10,4,4,0,10,10,0,0,0,0,0,0,35,35,0,0,255,50,50,0,0,160,160,0,0,10,10,0,0,4,0,4,0,25,25,0,0,570,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,20,0,0,20,50,0,0,0,0,10,0,0,10,0,0,0,0,20,0,0,20,20,0,0,20,200,0,0,0,0,115,65,45,0,0,0,0,0,0,0,0,0,85,0,55,30,40,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,25,0,25,0,255,0,0,0,0,125,115,10,0,10,10,0,0,25,25,0,0,95,95,0,0,72,95,20,14,14,12,12,12,12,12,12,12,12,12,12,10,12,12,10,15,15,12,12,68,12,12,12,12,24,12,24,12,12,12,12,12,13,13,12,12,65,10,63,12,83,12,12,12,12,42,23,33,6,12,12,12,12,16,16,12,12,62,12,62,12,50,29,29,12,12,15,8,6,12,22,22,12,12,12,12,12,12,32,32,12,12,77,31,31,12,12,63,63,12,12,14,14,12,12,15,12,15,12,38,38,12,12,104,33,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,13,31,12,12,31,37,12,12,12,12,14,12,12,14,12,12,12,12,25,12,12,25,31,12,12,31,82,12,12,12,12,61,53,34,12,12,12,12,12,12,12,12,12,54,12,40,44,38,12,12,12,12,19,19,12,12,12,12,12,12,12,12,12,12,38,12,38,12,101,12,12,12,12,68,68,20,12,19,19,12,12,40,40,12,12,51,51,12,12
2014thru2018,140,14000US51041100934,"Census Tract 1009.34, Chesterfield County, Virginia",51,41,100934,2555,1840,85,0,0,0,0,15,15,0,0,0,0,0,0,35,0,0,35,35,0,0,20,75,15,0,15,0,10,0,0,10,0,0,0,0,35,0,20,10,15,15,0,0,270,20,20,0,0,135,90,45,0,15,0,15,0,75,45,20,10,25,0,15,10,330,20,20,0,0,235,195,40,0,20,20,0,0,0,0,0,0,55,35,25,0,1080,105,105,0,0,645,645,0,0,130,105,25,0,55,55,0,0,145,145,0,0,715,85,0,0,0,0,10,0,0,10,0,0,0,0,35,20,0,15,35,15,0,0,140,0,0,0,0,80,0,55,25,10,0,10,0,35,35,0,0,15,0,0,15,250,0,0,0,0,200,115,35,50,15,0,15,0,15,15,0,0,20,20,0,0,95,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,65,65,0,0,10,10,0,0,0,0,0,0,70,70,0,0,140,139,62,17,17,17,17,23,23,17,17,17,17,17,17,39,17,17,39,45,17,17,36,56,26,17,26,17,22,17,17,22,17,17,17,17,40,17,36,21,30,30,17,17,117,35,35,17,17,103,100,42,17,27,17,27,17,60,48,32,18,27,17,23,19,116,33,33,17,17,85,74,38,17,25,25,17,17,17,17,17,17,57,41,38,17,194,57,57,17,17,173,173,17,17,98,95,33,17,47,47,17,17,83,83,17,17,164,54,17,17,17,17,19,17,17,19,17,17,17,17,30,31,17,31,42,30,17,17,79,17,17,17,17,59,17,46,32,15,17,15,17,43,43,17,17,28,17,17,28,149,17,17,17,17,144,124,34,81,32,17,32,17,29,29,17,17,33,33,17,17,93,17,17,17,17,93,93,17,17,17,17,17,17,17,17,17,17,17,17,17,17,96,17,17,17,17,68,68,17,17,18,18,17,17,17,17,17,17,65,65,17,17
2014thru2018,140,14000US51041100935,"Census Tract 1009.35, Chesterfield County, Virginia",51,41,100935,1400,1300,85,0,0,0,0,40,0,0,40,10,0,0,0,10,0,0,10,20,0,0,20,50,40,10,25,4,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,55,10,0,10,0,20,0,0,20,15,0,0,15,10,0,10,0,0,0,0,0,40,15,15,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,310,255,45,10,565,465,45,55,130,130,0,0,35,35,0,0,30,30,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,4,4,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,15,10,0,0,0,0,0,25,15,15,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,93,96,63,12,12,12,12,59,12,12,59,20,12,12,12,18,12,12,18,30,12,12,30,33,28,13,21,10,12,12,12,12,12,12,12,12,18,12,18,12,12,12,12,12,42,14,12,14,12,27,12,12,27,28,12,12,28,18,12,18,12,12,12,12,12,31,17,17,12,12,25,12,25,12,12,12,12,12,12,12,12,12,12,12,12,12,99,63,58,36,15,107,80,29,66,40,40,12,12,43,43,12,12,28,28,12,12,42,16,12,12,12,12,12,12,12,12,12,12,12,12,16,16,12,12,12,12,12,12,25,10,10,12,12,12,12,12,12,12,12,12,12,24,24,12,12,12,12,12,12,28,12,12,12,12,12,12,12,12,12,12,12,12,28,24,16,12,12,12,12,12,26,23,23,12,12,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,25,12,12,12,12,12,12,12,12,12,12,12,12,25,25,12,12,12,12,12,12
2014thru2018,140,14000US51041100936,"Census Tract 1009.36, Chesterfield County, Virginia",51,41,100936,1310,1285,45,0,0,0,0,30,0,0,30,0,0,0,0,20,10,0,10,0,0,0,0,40,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,20,10,0,10,80,15,0,0,15,25,25,0,0,4,0,0,4,35,20,10,10,0,0,0,0,25,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,1095,325,325,0,0,555,520,40,0,130,130,0,0,60,50,10,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,56,45,12,12,12,12,43,12,12,43,12,12,12,12,22,15,12,13,12,12,12,12,30,17,12,17,12,13,12,13,12,12,12,12,12,12,12,12,12,21,15,12,14,53,22,12,12,22,40,40,12,12,12,12,12,12,23,23,13,14,12,12,12,12,21,13,13,12,12,12,12,12,12,12,12,12,12,13,13,12,12,16,12,16,12,73,67,67,12,12,76,75,31,12,40,40,12,12,51,48,14,12,24,24,12,12,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,18,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2014thru2018,140,14000US51041101003,"Census Tract 1010.03, Chesterfield County, Virginia",51,41,101003,2360,2260,130,0,0,0,0,4,0,0,4,0,0,0,0,110,55,0,55,10,0,0,0,55,30,20,0,10,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,115,40,15,0,25,35,35,0,0,10,0,10,0,15,0,0,15,10,0,0,10,105,10,10,0,0,55,40,0,15,20,10,0,10,20,20,0,0,0,0,0,0,1860,235,225,4,0,1295,1195,100,0,255,255,0,0,30,30,0,0,45,40,10,0,100,15,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,25,25,0,0,20,20,0,0,0,0,0,0,0,0,0,0,101,121,95,17,17,17,17,15,17,17,15,17,17,17,17,95,84,17,47,15,17,17,17,40,34,32,17,20,17,17,17,17,17,17,17,17,20,20,17,17,15,15,17,17,64,38,27,17,29,44,44,17,17,15,17,15,17,22,17,17,22,18,17,17,18,63,13,13,17,17,47,41,17,26,26,14,17,23,31,31,17,17,17,17,17,17,142,75,72,11,17,138,136,91,17,79,79,17,17,36,36,17,17,34,33,15,17,55,25,17,17,17,17,25,17,17,25,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,16,17,17,17,17,17,17,17,17,17,22,17,17,17,17,22,22,17,17,17,17,17,17,17,17,17,17,17,17,17,17,31,17,17,17,17,31,17,17,31,17,17,17,17,17,17,17,17,17,17,17,17,43,17,17,17,17,31,31,17,17,32,32,17,17,17,17,17,17,17,17,17,17
2014thru2018,140,14000US51041101004,"Census Tract 1010.04, Chesterfield County, Virginia",51,41,101004,1645,1540,65,0,0,0,0,0,0,0,0,25,0,0,25,10,0,10,0,30,0,0,0,60,20,20,0,0,15,4,0,10,0,0,0,0,15,0,4,10,10,0,0,10,195,45,30,15,0,70,70,0,0,4,4,0,0,65,45,20,0,10,0,10,0,100,40,30,10,0,30,10,10,10,0,0,0,0,30,30,0,0,0,0,0,0,1125,195,195,0,0,710,600,110,0,135,125,10,0,35,20,15,0,50,40,10,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,30,30,0,0,87,82,42,12,12,12,12,12,12,12,12,30,12,12,30,15,12,15,12,29,12,12,12,37,24,24,12,12,20,8,12,16,12,12,12,12,18,12,16,15,13,12,12,13,72,27,22,17,12,58,58,12,12,7,7,12,12,33,31,23,12,19,12,19,12,50,30,28,12,12,26,19,13,13,12,12,12,12,29,29,12,12,12,12,12,12,91,57,57,12,12,89,94,70,12,53,50,19,12,30,22,24,12,31,32,15,12,74,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,12,12,12,12,12,12,12,12,12,12,12,12,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,71,12,12,12,12,71,12,71,12,12,12,12,12,12,12,12,12,12,12,12,12,47,12,12,12,12,23,23,12,12,12,12,12,12,12,12,12,12,43,43,12,12
2014thru2018,140,14000US51041101007,"Census Tract 1010.07, Chesterfield County, Virginia",51,41,101007,2315,1930,30,0,0,0,0,15,15,0,0,0,0,0,0,15,0,0,15,0,0,0,0,60,0,0,0,0,10,0,10,0,20,0,0,20,15,15,0,0,15,0,15,0,140,50,25,15,15,35,20,0,15,0,0,0,0,40,25,15,0,15,0,15,0,250,30,15,15,0,95,30,65,0,15,0,15,0,60,0,60,0,50,35,10,0,1455,480,480,0,0,675,660,15,0,135,135,0,0,55,55,0,0,110,110,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,30,30,0,0,50,0,30,20,15,0,15,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,210,185,25,0,35,35,0,0,0,0,0,0,0,0,0,0,82,151,33,17,17,17,17,25,25,17,17,17,17,17,17,23,17,17,23,17,17,17,17,49,17,17,17,17,21,17,21,17,31,17,17,31,24,24,17,17,25,17,25,17,70,43,30,24,22,38,32,17,31,17,17,17,17,38,30,25,17,22,17,22,17,125,33,25,23,17,68,31,66,17,23,17,23,17,77,17,77,17,39,35,21,17,168,113,113,17,17,135,135,25,17,71,71,17,17,46,46,17,17,83,83,17,17,133,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,25,17,17,17,17,25,17,17,25,17,17,17,17,17,17,17,17,17,17,17,17,72,17,17,17,17,32,32,17,17,55,17,49,32,26,17,26,17,36,17,36,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,123,17,17,17,17,127,118,32,17,38,38,17,17,17,17,17,17,17,17,17,17
2014thru2018,140,14000US51041101008,"Census Tract 1010.08, Chesterfield County, Virginia",51,41,101008,1620,1455,30,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,10,10,0,0,10,35,10,0,0,10,0,0,0,0,0,0,0,0,15,10,0,4,4,0,0,4,35,10,10,0,0,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0,35,10,25,0,0,0,0,0,20,0,20,0,10,0,10,0,1275,145,145,0,0,815,795,20,0,240,230,0,10,30,30,0,0,50,50,0,0,165,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,4,0,4,0,0,0,0,0,10,10,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,20,0,20,0,30,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,35,35,0,0,25,25,0,0,0,0,0,0,15,15,0,0,85,86,27,17,17,17,17,15,17,17,17,17,17,17,17,15,17,17,15,15,17,17,15,28,15,17,17,15,17,17,17,17,17,17,17,17,21,14,17,15,16,17,17,16,25,17,17,17,17,23,14,18,17,17,17,17,17,17,17,17,17,17,17,17,17,49,15,15,17,17,23,14,24,17,17,17,17,17,34,17,34,17,17,17,17,17,97,48,48,17,17,106,104,18,17,82,83,17,13,31,31,17,17,37,37,17,17,68,13,17,17,17,17,17,17,17,17,17,17,17,17,13,17,17,17,17,17,17,17,22,17,17,17,17,17,17,17,17,17,17,17,17,16,16,17,17,17,17,17,17,30,17,17,17,17,17,17,17,17,16,17,16,17,14,17,14,17,24,17,24,17,47,17,17,17,17,47,47,17,17,17,17,17,17,17,17,17,17,17,17,17,17,45,17,17,17,17,29,29,17,17,28,28,17,17,17,17,17,17,24,24,17,17
2014thru2018,140,14000US51041101009,"Census Tract 1010.09, Chesterfield County, Virginia",51,41,101009,1870,1575,25,0,0,0,0,10,10,0,0,0,0,0,0,20,0,10,10,0,0,0,0,40,15,10,0,10,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,20,0,15,10,25,0,0,25,15,10,4,0,10,0,10,0,95,10,0,10,0,55,25,30,0,0,0,0,0,10,0,10,0,20,20,0,0,1345,90,80,10,0,935,875,65,0,215,200,15,0,15,15,0,0,85,85,0,0,295,50,0,0,0,0,0,0,0,0,4,4,0,0,20,0,0,20,25,15,0,10,40,0,0,0,0,40,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,150,140,10,0,10,10,0,0,0,0,0,0,10,10,0,0,124,128,22,17,17,17,17,13,13,17,17,17,17,17,17,23,17,14,13,17,17,17,17,36,23,14,17,14,32,32,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,17,17,17,17,23,17,17,13,38,17,17,38,24,15,20,17,17,17,17,17,71,17,17,17,17,60,23,49,17,17,17,17,17,14,17,14,17,22,22,17,17,132,44,41,14,17,142,133,49,17,75,76,24,17,24,24,17,17,42,42,17,17,97,32,17,17,17,17,17,17,17,17,15,15,17,17,24,17,17,24,25,25,17,13,51,17,17,17,17,51,17,22,45,17,17,17,17,17,17,17,17,17,17,17,17,28,17,17,17,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,17,17,17,17,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,73,17,17,17,17,70,68,14,17,21,21,17,17,17,17,17,17,13,13,17,17
2014thru2018,140,14000US51041101010,"Census Tract 1010.10, Chesterfield County, Virginia",51,41,101010,2830,2680,65,15,0,0,15,15,0,0,15,0,0,0,0,20,0,0,20,15,0,15,0,145,15,0,15,0,70,15,0,55,0,0,0,0,60,25,15,15,0,0,0,0,185,45,45,0,0,100,60,20,20,15,15,0,0,0,0,0,0,25,25,0,0,355,190,40,125,25,30,15,15,0,50,45,4,0,70,70,0,0,20,20,0,0,1935,490,430,50,15,990,965,30,0,220,195,25,0,115,115,0,0,120,100,20,0,150,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,85,15,15,0,0,45,25,15,0,10,10,0,0,0,0,0,0,15,0,15,0,125,140,51,25,17,17,25,26,17,17,26,17,17,17,17,32,17,17,32,23,17,23,17,78,25,17,25,17,66,23,17,64,17,17,17,17,44,37,30,31,17,17,17,17,86,38,38,17,17,64,53,23,32,25,25,17,17,17,17,17,17,40,40,17,17,148,118,35,117,30,33,23,28,17,43,39,10,17,61,61,17,17,33,33,17,17,182,119,113,38,24,185,184,34,17,80,70,28,17,73,73,17,17,87,85,33,17,91,65,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,65,65,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,26,26,17,17,62,23,23,17,17,41,28,29,17,22,22,17,17,17,17,17,17,28,17,28,17
2014thru2018,140,14000US51041101011,"Census Tract 1010.11, Chesterfield County, Virginia",51,41,101011,1030,925,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,30,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,10,10,0,0,10,70,25,15,0,10,15,0,4,10,4,4,0,0,10,0,10,0,15,10,10,0,110,10,0,10,0,40,40,0,0,4,4,0,0,10,10,0,0,40,10,30,0,695,110,100,10,0,415,415,0,0,85,85,0,0,10,10,0,0,75,75,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,74,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,25,12,12,25,17,12,12,12,12,13,12,13,12,12,12,12,12,14,12,12,14,13,12,12,13,44,29,25,12,16,18,12,11,13,17,17,12,12,14,12,14,12,18,15,15,12,51,19,12,19,12,28,28,12,12,13,13,12,12,15,15,12,12,33,13,29,12,69,52,51,18,12,72,72,12,12,38,38,12,12,14,14,12,12,41,41,12,12,67,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,12,12,12,12,17,12,17,12,12,12,12,12,12,12,12,12,12,12,12,12,52,12,12,12,12,52,27,12,44,12,12,12,12,12,12,12,12,12,12,12,12,42,12,12,12,12,42,42,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2014thru2018,140,14000US51041101012,"Census Tract 1010.12, Chesterfield County, Virginia",51,41,101012,2385,1275,15,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,15,0,0,15,0,0,0,0,20,20,0,0,0,0,0,0,105,10,0,10,0,60,40,20,0,0,0,0,0,35,15,15,0,0,0,0,0,140,20,20,0,0,75,60,15,0,40,40,0,0,0,0,0,0,0,0,0,0,980,190,190,0,0,500,475,25,0,80,80,0,0,45,4,40,0,165,165,0,0,1110,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,250,45,0,45,0,130,0,115,20,0,0,0,0,20,0,0,20,55,0,55,0,190,30,15,10,0,95,95,0,0,0,0,0,0,20,10,10,0,45,30,15,0,610,70,70,0,0,315,315,0,0,30,30,0,0,0,0,0,0,190,190,0,0,78,159,26,17,17,17,17,26,17,17,26,17,17,17,17,17,17,17,17,17,17,17,17,41,17,17,17,17,25,17,17,25,17,17,17,17,37,37,17,17,17,17,17,17,71,21,17,21,17,47,37,29,17,17,17,17,17,38,29,29,17,17,17,17,17,77,35,35,17,17,61,55,28,17,44,44,17,17,17,17,17,17,17,17,17,17,185,115,115,17,17,167,163,40,17,53,53,17,17,50,14,48,17,117,117,17,17,163,30,17,17,17,17,17,17,17,17,17,17,17,17,30,17,17,30,17,17,17,17,37,17,17,17,17,17,17,17,17,17,17,17,17,37,17,37,17,17,17,17,17,153,71,17,71,17,130,17,130,31,17,17,17,17,33,17,17,33,57,17,57,17,143,36,32,18,17,142,142,17,17,17,17,17,17,29,19,18,17,41,30,27,17,183,84,84,17,17,143,143,17,17,42,42,17,17,17,17,17,17,94,94,17,17
